1000 1000 1000 1000 1000 1000 1000 1000 
0 455.6 392 396.1 395.9 392 336.4 0 
0 67.8 59.5 59.8 59.8 59.5 51.8 0 
0 4.3 4 4 4 4 3.7 0 
0 0.1 0.1 0.1 0.1 0.1 0.1 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 
